trade_id,direction,entry_time,exit_time,entry_price,exit_price,position_size,pnl,pnl_pct,fees_paid,exit_reason,duration_candles,trigger_prob,imminence,direction_confidence
23,LONG,2025-11-19 07:45:00,2025-11-19 09:05:00,91961.1952,91041.583248,0.44555081884664105,-438.333281539547,-1.069800000000007,28.599423304786107,SL,16,0.7573890089988708,0.5882720947265625,1.0
24,LONG,2025-11-20 00:15:00,2025-11-20 14:05:00,91671.66625,90754.9495875,0.3248644538160903,-318.5957021862988,-1.069799999999995,20.787044319128583,SL,166,0.6326578855514526,0.5134915113449097,1.0
25,SHORT,2025-11-20 16:40:00,2025-11-20 17:35:00,88190.1801,86426.376498,0.3880088896556728,660.5553497767385,1.9304000000000001,23.81612740595783,TP,11,0.7157816290855408,0.5420771837234497,1.0
26,SHORT,2025-11-20 17:35:00,2025-11-20 22:10:00,86858.01333,87726.5934633,0.4626462892020058,-430.0549209091448,-1.0701999999999978,28.20954536331717,SL,55,0.7392809987068176,0.6258057355880737,1.0
27,SHORT,2025-11-21 07:30:00,2025-11-21 07:40:00,83334.36572999999,84167.7093873,0.5005897755380744,-446.44817902153125,-1.0702000000000087,29.284864667642722,SL,2,0.8565448522567749,0.584429144859314,0.9999996423721313
28,SHORT,2025-11-21 09:50:00,2025-11-21 11:00:00,82099.7892,82920.787092,0.5965529251229427,-524.1504563106338,-1.0701999999999994,34.38176231826436,SL,14,0.8756123781204224,0.6812979578971863,1.0
29,SHORT,2025-11-24 00:15:00,2025-11-24 00:40:00,86031.29600999999,86891.60897009999,0.38982098078486516,-358.9108784286567,-1.0701999999999963,23.5428365405455,SL,5,0.7746986746788025,0.5031904578208923,1.0
30,LONG,2025-11-24 02:10:00,2025-11-24 04:15:00,87879.7871,87000.989229,0.3350845461911547,-315.02570248647436,-1.069800000000003,20.554116688685596,SL,25,0.6486687660217285,0.5165726542472839,1.0
31,LONG,2025-11-24 18:45:00,2025-11-25 01:45:00,88620.96121000001,87734.7515979,0.3212389245221914,-304.5560372761524,-1.0698000000000076,19.871014583917823,SL,84,0.6076189279556274,0.5286848545074463,1.0
32,LONG,2025-11-26 17:30:00,2025-11-27 01:05:00,88962.99541,90742.25531820001,0.3478826267947426,597.1857395215369,1.9296000000000095,21.787871093654637,TP,91,0.657071053981781,0.5294444561004639,1.0
33,SHORT,2025-12-01 00:05:00,2025-12-01 00:50:00,89092.0899,87310.248102,0.392948568025389,675.8061910044663,1.9304000000000099,24.36599196742158,TP,9,0.7332847118377686,0.5358744859695435,0.9999998807907104
34,SHORT,2025-12-01 00:50:00,2025-12-01 12:40:00,87106.58847,85364.4567006,0.5828546251462541,980.0733067415852,1.930400000000003,35.336252667433804,TP,142,0.7810908555984497,0.7462059259414673,1.0
35,SHORT,2025-12-01 15:40:00,2025-12-01 15:50:00,83912.10795,84751.22902950001,0.5163688032907565,-463.7133231616167,-1.0702000000000091,30.41737552414989,SL,2,0.8055791258811951,0.6409907937049866,1.0
36,LONG,2025-12-02 14:20:00,2025-12-02 15:10:00,88529.95211000001,90300.55115220002,0.3580652261294688,611.6735003156302,1.929600000000003,22.31644611433473,TP,10,0.6128439903259277,0.5842681527137756,1.0
37,LONG,2025-12-02 15:10:00,2025-12-03 01:50:00,90621.0612,92433.482424,0.521288714446591,911.537955402387,1.9296000000000055,33.25677449229263,TP,128,0.807275652885437,0.6457381844520569,0.9999998807907104
38,LONG,2025-12-04 21:00:00,2025-12-05 09:15:00,92409.24,91485.14760000001,0.34936758467146944,-345.3827153013874,-1.0697999999999936,22.53478550012805,SL,147,0.6845670938491821,0.5103482007980347,1.0
39,SHORT,2025-12-05 16:40:00,2025-12-05 17:45:00,88328.46627,89211.7509327,0.3876930041743307,-366.48280298978574,-1.0701999999999956,24.039518566513795,SL,13,0.7502995729446411,0.5167176127433777,1.0
40,LONG,2025-12-07 17:15:00,2025-12-07 22:05:00,90305.22962,89402.1773238,0.39831329685096506,-384.80463939376693,-1.0697999999999959,25.106902065512287,SL,58,0.737248957157135,0.5402697324752808,1.0
41,LONG,2025-12-09 16:30:00,2025-12-09 20:25:00,93788.3779,92850.49412100001,0.40434618259531874,-405.6999606145392,-1.0697999999999959,26.47023485781917,SL,47,0.6550320982933044,0.6172921657562256,1.0
42,SHORT,2025-12-11 03:05:00,2025-12-11 15:25:00,89684.23068,90581.07298679999,0.3692547736118321,-354.41096683094526,-1.0701999999999972,23.2476638679989,SL,148,0.7327471375465393,0.5039320588111877,1.0
43,LONG,2025-12-11 21:40:00,2025-12-11 22:25:00,93150.11408,92218.6129392,0.3827777496802831,-381.44565265294307,-1.0697999999999992,24.88774215290283,SL,9,0.6309130787849426,0.6067044138908386,1.0
44,SHORT,2025-12-12 15:55:00,2025-12-14 22:30:00,89886.0105,88088.29029,0.40070076067739535,695.2797502561288,1.9304,25.06810537599802,TP,655,0.7669371962547302,0.5224688053131104,1.0
45,LONG,2025-12-15 02:15:00,2025-12-15 14:45:00,89893.78848,88994.8505952,0.346906300050847,-333.6141512397912,-1.0698000000000059,21.76693564828688,SL,150,0.6912459135055542,0.5018565654754639,0.9999998807907104
46,LONG,2025-12-17 14:50:00,2025-12-17 15:45:00,89268.12591999999,88375.44466079999,0.3554486970448707,-339.45009731305584,-1.069800000000007,22.14770685403921,SL,11,0.7073310613632202,0.5025209784507751,0.9943293929100037
47,SHORT,2025-12-18 17:20:00,2025-12-18 17:40:00,85551.74397,86407.26140969999,0.5904908912805382,-540.6385584088031,-1.0701999999999927,35.463302934309695,SL,4,0.819294810295105,0.7207306623458862,1.0
48,LONG,2025-12-26 02:15:00,2025-12-26 14:50:00,88627.96191000001,87741.68229090002,0.38570384507458755,-365.7019905895968,-1.0697999999999934,23.860533691488143,SL,151,0.7298372983932495,0.5284792184829712,0.9999879598617554
49,LONG,2025-12-29 02:05:00,2025-12-29 09:40:00,89024.40155,88134.15753449999,0.3204121465664933,-305.15509669334017,-1.0698000000000085,19.9101007190082,SL,91,0.6312033534049988,0.5076211094856262,1.0
